EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
100184,29,6.02,5,Life Sciences,Male,Yes,Yes,2,Sales Representative,Single,5,50000,25,3,Very High,2,1,Low,0,6.5,0.48,3,Yes,Service
100185,54,6.88,3,Other,Female,Yes,No,3,Sales Representative,Married,4,241667,20,2,Very High,14,4,Medium,5,5.5,0.48,2,No,Product
100186,51,7.21,5,Human Resources,Male,No,No,2,Manager,Married,5,233333,18,4,Very High,16,2,Medium,13,5,0.36,2,No,Service
100187,18,6.46,4,Medical,Male,Yes,No,2,Research Scientist,Single,1,1061,9,4,Very Low,0,1,Medium,0,,0.24,1,No,Service
100188,59,10.81,3,Other,Male,No,Yes,1,Research Scientist,Single,10,91667,8,1,Very Low,7,1,High,4,9.2,0.91,4,Yes,Product
100189,37,6.91,4,Other,Male,Yes,No,1,Sales Executive,Single,5,175000,23,4,Low,14,2,High,1,5,,2,No,Product
100190,49,6.99,1,Marketing,Female,Yes,Yes,1,Healthcare Representative,Married,2,25000,8,1,Low,1,1,Low,0,4.1,0.24,1,No,Product
100191,28,18.03,2,Human Resources,Male,No,No,1,Human Resources,Divorced,6,41667,8,1,High,3,4,High,0,5.5,0.45,3,No,Service
100192,52,7.31,5,Other,Male,No,No,2,Research Scientist,Divorced,9,283333,17,3,Medium,21,1,Low,5,8.8,0.85,5,Yes,Service
100193,29,10.83,5,Life Sciences,Male,No,No,4,Sales Representative,Married,4,8333,11,4,Very High,0,1,Low,0,5.5,0.34,2,Yes,Service
100194,26,7.39,1,Other,Male,Yes,Yes,3,Manager,Single,3,33333,7,2,Very Low,0,1,Low,0,5.9,0.36,1,No,Product
100195,32,10.67,2,Technical Degree,Male,Yes,No,1,Healthcare Representative,Divorced,4,16667,15,4,High,0,1,Medium,0,4.5,0.34,2,No,Service
100196,52,8.8,5,Medical,Male,No,Yes,1,Healthcare Representative,Single,6,425000,10,1,High,25,3,High,2,8,0.59,3,Yes,Product
100197,45,7.17,1,Life Sciences,Female,Yes,Yes,2,Research Director,Divorced,4,200000,18,1,Very Low,15,2,Low,6,5.8,0.44,2,Yes,Service
100198,21,18,2,Life Sciences,Male,No,No,4,Sales Representative,Single,3,16667,22,3,Very High,0,1,Medium,0,4.4,0.38,1,Yes,Service
100199,29,9.71,3,Technical Degree,Female,Yes,No,4,Sales Executive,Divorced,4,66667,19,3,Very Low,5,1,Medium,1,6.1,,2,No,Product
100200,46,6.1,2,Medical,Female,No,No,3,Laboratory Technician,Divorced,6,83333,16,4,Medium,3,2,Medium,1,7.5,0.59,3,No,Product
100201,54,7.17,4,Marketing,Female,No,Yes,3,Sales Representative,Divorced,7,250000,12,1,Medium,16,4,Medium,16,8,0.7,2,No,Service
100202,42,9.7,5,Marketing,Male,No,Yes,3,Research Director,Married,3,258333,20,3,Very High,18,3,High,0,6.1,0.42,2,No,Product
100203,57,6.73,1,Other,Female,Yes,Yes,4,Research Director,Married,2,441667,15,4,Low,25,4,High,15,5.1,0.46,1,No,Product
100204,,6.5,2,Medical,,Yes,No,2,Research Scientist,Married,4,58333,15,2,Very Low,4,4,High,3,,0.48,3,Yes,Service
100205,25,7.79,2,Human Resources,Male,Yes,Yes,4,Manager,Divorced,5,16667,9,1,Medium,1,1,Low,1,4.7,0.39,3,No,Service
100206,56,6.01,2,Technical Degree,Female,Yes,No,2,Manager,Divorced,5,258333,14,3,Very Low,9,4,High,1,5.2,0.42,3,Yes,Service
100207,52,6.59,3,Human Resources,Female,Yes,Yes,3,Manufacturing Director,Married,1,583333,18,1,Low,31,4,High,22,0,0,0,Yes,Product
100208,49,7.06,5,Marketing,Male,Yes,No,3,Manager,Single,5,275000,7,1,Medium,19,3,High,16,5.1,0.46,2,No,Service
100209,18,6.11,3,Technical Degree,Female,Yes,No,3,Research Director,Divorced,2,16667,10,4,Medium,0,4,Medium,0,4.4,0.3,1,Yes,Product
100210,33,7.29,1,Other,Male,No,No,3,Healthcare Representative,Divorced,6,50000,24,3,Medium,2,2,Low,0,6.9,0.63,4,No,Product
100211,36,6.2,5,Technical Degree,Male,No,Yes,1,Manufacturing Director,Single,5,191667,16,3,Very Low,15,4,High,2,5.3,0.45,2,No,Service
100212,30,6.19,4,Other,Male,No,No,3,Manager,Single,3,66667,13,1,High,4,1,Medium,2,,0.49,2,No,Service
100213,48,6.88,2,Marketing,Female,Yes,Yes,3,Research Scientist,Single,6,16667,24,3,Low,1,2,Low,0,6,0.58,3,Yes,Service
100214,38,6.59,2,Life Sciences,Male,No,No,2,Manufacturing Director,Divorced,7,233333,7,4,Very High,13,3,Low,3,8.6,0.67,4,Yes,Product
100215,41,7,5,Medical,Female,No,Yes,1,Sales Executive,Divorced,5,175000,10,3,High,11,1,High,11,7.3,0.71,2,No,Service
100216,22,8.01,2,Marketing,Female,Yes,Yes,1,Manufacturing Director,Divorced,3,16667,7,2,Medium,0,1,Low,0,5.5,0.48,1,Yes,Service
100217,51,6.4,4,Medical,Female,Yes,Yes,3,Laboratory Technician,Divorced,3,58333,21,4,Low,2,1,Medium,,2.9,0.22,1,Yes,Service
100218,37,7.22,1,Technical Degree,Male,No,Yes,3,Healthcare Representative,Married,6,91667,14,4,Low,4,1,Low,2,5.1,0.43,3,Yes,Product
100219,20,6.67,5,Other,Male,Yes,Yes,1,Manager,Divorced,8,8333,14,4,High,0,2,Medium,0,,0.74,4,No,Service
100220,29,7.8,2,Marketing,Female,No,No,2,Manufacturing Director,Married,5,125000,17,1,Very High,8,3,Low,0,6.4,0.57,2,No,Service
100221,25,10.48,2,Human Resources,Female,Yes,No,1,Human Resources,Single,3,100000,11,4,Very High,4,1,Low,0,,0.22,2,Yes,Service
100222,52,7.62,4,Human Resources,Female,Yes,No,3,Research Scientist,Married,,391667,11,3,Very Low,29,4,High,,4.8,,1,Yes,Service
100223,29,6.41,1,Human Resources,Male,No,No,3,Research Scientist,Married,,75000,17,3,High,4,1,High,0,5.8,0.47,3,Yes,Service
100224,,7.77,3,Life Sciences,Male,Yes,No,4,Research Scientist,Divorced,4,133333,10,3,Low,8,1,Low,7,6.1,0.47,3,Yes,Service
100225,55,7.32,1,Medical,Female,Yes,No,1,Research Scientist,Divorced,5,500000,15,1,Very Low,28,4,High,9,5.3,0.47,3,No,Service
100226,48,8.5,4,Human Resources,Female,Yes,Yes,4,Research Scientist,Divorced,4,283333,20,1,High,21,4,Low,21,5.5,0.34,1,No,Product
100227,54,6.45,5,Life Sciences,,Yes,Yes,1,Manufacturing Director,Divorced,3,125000,14,2,Medium,6,4,Low,5,5.5,0.37,1,No,Service
100228,48,6.37,5,Other,Female,No,Yes,1,Healthcare Representative,Single,7,316667,21,1,Very Low,22,2,Low,13,7.8,0.8,3,No,Service
100229,40,7,4,Life Sciences,Male,No,No,2,Manager,Divorced,8,58333,11,3,Very High,2,4,Medium,0,8.9,0.8,4,Yes,Product
100230,41,7.78,4,Marketing,Female,No,No,3,Research Scientist,Married,,383333,9,3,High,19,1,High,12,,0.36,2,No,Product
100231,33,6.96,3,Human Resources,Male,Yes,No,2,Manufacturing Director,Married,4,166667,10,4,High,7,3,Low,1,6.9,0.49,1,No,Service
100232,24,7.1,3,Marketing,Male,Yes,Yes,1,Manager,Divorced,3,75000,18,2,Very High,3,1,High,3,,0.35,1,No,Service
100233,49,6.67,1,Technical Degree,Female,Yes,Yes,3,Laboratory Technician,Married,1,33333,7,3,Very High,0,1,Low,0,0,0,0,No,Service
100234,57,7.38,1,Human Resources,Female,Yes,Yes,2,Laboratory Technician,Single,9,283333,7,2,Medium,16,2,Low,1,9.3,0.86,4,No,Service
100235,22,9.77,3,Marketing,Male,Yes,Yes,3,Manufacturing Director,Divorced,2,16667,7,4,Very Low,0,3,Medium,0,4.6,0.33,1,No,Service
100236,56,9.12,2,Other,Female,Yes,No,2,Sales Representative,Single,5,41667,17,2,Very High,2,2,Medium,0,7.3,,2,No,Service
100237,52,10.29,1,Medical,Female,Yes,Yes,2,Laboratory Technician,Divorced,6,133333,25,1,Very High,6,4,Low,2,5.7,0.5,3,No,Service
100238,33,7.71,1,Human Resources,Female,Yes,Yes,4,Manufacturing Director,Married,4,133333,14,2,Low,5,1,Medium,4,4.5,0.34,2,No,Service
100239,56,7.47,5,Marketing,Female,Yes,Yes,1,Research Director,Married,2,191667,13,4,Very High,13,3,Medium,6,4.7,0.23,0,No,Product
100240,36,7.59,2,Life Sciences,Male,No,Yes,2,Sales Executive,Married,8,233333,19,1,Low,8,3,High,0,9.9,0.92,4,No,Product
100241,41,7.42,3,Other,Male,Yes,Yes,2,Research Scientist,Divorced,6,208333,10,3,Very High,11,2,Low,7,6.3,0.44,3,No,Service
100242,21,6.61,4,Life Sciences,Male,Yes,No,3,Healthcare Representative,Married,3,41667,15,3,Medium,3,2,Medium,3,3.6,0.15,1,No,Service
100243,33,7.13,2,Marketing,Female,Yes,Yes,2,Healthcare Representative,Single,2,83333,15,3,Very Low,4,4,Medium,3,4.3,0.32,0,No,Service
100244,27,7.08,4,Medical,Female,Yes,No,2,Manufacturing Director,Single,4,58333,7,4,Very Low,4,2,High,2,6.5,0.43,3,Yes,Service
100245,50,7.5,2,Technical Degree,,No,Yes,1,Sales Executive,Divorced,9,375000,9,2,Medium,20,3,Low,8,8.7,0.78,4,Yes,Service
100246,53,7.32,2,Life Sciences,Male,Yes,No,4,Manager,Single,1,183333,10,3,Very Low,8,3,Low,0,3.1,0.23,0,No,Service
100247,48,10.09,2,Life Sciences,Female,Yes,No,1,Laboratory Technician,Married,4,208333,14,1,High,13,4,High,2,3.6,0.21,2,Yes,Service
100248,27,6.68,4,Marketing,Male,Yes,Yes,4,,,2,116667,13,4,Medium,5,2,Medium,1,3.6,0.23,1,No,Service
100249,,8.09,3,Life Sciences,Female,Yes,No,1,Research Scientist,Married,5,141667,25,4,Very High,8,3,,0,5.7,0.4,3,No,Product
100250,21,6.58,2,Life Sciences,Male,Yes,Yes,1,Research Scientist,Married,5,25000,14,1,Medium,1,2,Medium,1,5.7,0.38,2,No,Service
100251,31,8.01,4,Other,Female,No,No,1,Research Director,Divorced,1,183333,23,2,Very High,8,3,High,4,0.5,0,0,No,Service
100252,32,7.12,2,Human Resources,Female,No,Yes,4,Manufacturing Director,Single,4,241667,7,1,Low,10,1,Low,2,3.9,0.33,2,No,Product
100253,26,7.38,3,Marketing,Female,Yes,Yes,4,Sales Executive,Divorced,,16667,10,3,High,1,2,Low,0,7.3,0.63,3,Yes,Product
100254,43,6.1,1,Marketing,Male,No,No,3,Laboratory Technician,Single,5,150000,8,2,Very Low,11,2,Medium,0,7,0.62,2,No,Product
100255,30,9.6,3,Other,Male,No,No,2,,,4,208333,22,3,Very High,9,3,Medium,0,,0.39,2,Yes,Service
100256,56,6.32,1,Life Sciences,Male,Yes,No,4,Laboratory Technician,Married,4,158333,16,1,Very High,12,1,,1,5.4,0.36,3,No,Service
100257,24,6.99,5,Marketing,,Yes,No,1,Human Resources,Divorced,3,16667,23,1,Medium,1,1,Low,0,3.7,0.28,2,No,Service
100258,54,6.83,5,Technical Degree,Female,No,Yes,2,Research Director,Single,,200000,9,4,Very High,12,3,High,4,7.4,0.56,3,No,Product
100259,44,8.31,2,Other,Female,Yes,Yes,1,Research Scientist,Divorced,4,283333,18,1,Low,19,3,Low,4,6.1,0.41,2,No,Service
100260,36,10.78,5,Technical Degree,Male,Yes,No,3,Manufacturing Director,Single,1,1088,22,1,Low,0,1,Medium,0,2.8,0.1,0,No,Service
100261,57,6.9,1,Life Sciences,Female,No,Yes,4,Manufacturing Director,Single,4,91667,25,2,High,6,3,Medium,4,6.9,0.63,2,No,Service
100262,30,8.31,2,Technical Degree,Male,Yes,Yes,1,Research Scientist,Single,7,41667,16,3,Very Low,2,3,Medium,2,7.3,0.67,3,No,Service
100263,46,10.71,5,Medical,Female,No,Yes,4,Research Director,Divorced,7,41667,24,1,Very High,3,4,High,1,7.2,0.62,3,No,Service
100264,31,7.08,4,Medical,Female,Yes,Yes,2,Human Resources,Divorced,7,58333,11,4,Low,4,4,Low,0,9,0.77,2,No,Service
100265,28,8.28,5,Marketing,Male,No,Yes,3,Healthcare Representative,Divorced,1,8333,23,3,Very High,0,1,Medium,0,0,0,0,No,Service
100266,27,10.55,5,Life Sciences,Female,Yes,No,3,Research Director,Married,6,66667,8,2,Medium,3,3,High,3,5.6,0.51,2,No,Product
100267,25,10.43,2,Medical,,Yes,,2,Human Resources,Divorced,4,33333,20,1,Medium,2,3,Medium,0,6.8,0.61,2,No,Service
100268,24,6.7,4,Life Sciences,Female,Yes,,3,Research Director,Divorced,3,33333,8,3,High,0,4,Low,0,5.1,0.41,1,No,Service
100269,29,7.72,5,Other,Male,Yes,No,2,Human Resources,Married,5,141667,21,2,Low,8,1,High,4,6,0.53,3,No,Service
100270,18,6.71,1,Marketing,Male,Yes,Yes,3,Manager,Divorced,3,33333,21,2,High,0,3,High,0,6.8,0.5,1,No,Service
100271,50,6.71,4,Technical Degree,Male,Yes,Yes,2,Human Resources,Single,5,91667,7,2,Very High,4,4,High,4,6.5,0.55,2,No,Product
100272,43,6.63,4,Technical Degree,Male,Yes,No,1,Sales Executive,Divorced,6,66667,12,1,High,3,1,High,1,5.7,0.49,4,No,Service
100273,20,6.97,4,Human Resources,Male,Yes,No,1,Manager,Married,,33333,7,3,High,2,1,High,1,6.9,0.57,2,No,Service
100274,20,6.18,3,Life Sciences,Female,Yes,No,2,Laboratory Technician,Single,5,33333,22,3,High,2,3,Low,1,6.1,0.44,3,No,Product
100275,58,9.47,4,Life Sciences,Male,Yes,Yes,4,Healthcare Representative,Divorced,7,241667,24,4,Very Low,12,1,Low,2,8.8,0.7,3,No,Service
100276,56,9.32,3,Human Resources,Male,Yes,No,3,Research Scientist,Single,2,358333,16,1,Very Low,19,4,Medium,17,6.8,0.48,1,No,Service
100277,52,10.65,2,Medical,Female,No,Yes,2,Research Director,Divorced,,300000,17,1,High,,4,Medium,4,3.8,0.23,0,,Product
100278,57,8.83,2,Technical Degree,Female,No,No,2,Research Director,Single,7,8333,12,2,High,0,4,Medium,0,,0.79,4,No,Service
100279,48,6.13,5,Life Sciences,Female,No,No,1,Manager,Single,5,150000,22,2,Medium,8,1,Low,8,6.8,0.6,2,No,Service
100280,33,10.29,4,Life Sciences,Male,Yes,No,3,Healthcare Representative,Married,4,183333,10,3,Very High,11,4,High,4,5.5,0.48,2,Yes,Product
100281,25,7.83,1,Human Resources,Male,Yes,Yes,3,Sales Executive,Single,3,8333,21,1,Low,0,4,Low,0,4.5,0.21,2,No,Service
100282,41,6.22,4,Marketing,Male,No,Yes,1,Research Scientist,Married,2,150000,24,3,Low,11,3,Medium,2,2.6,0.15,2,No,Product
100283,46,8.88,2,Human Resources,Male,No,Yes,3,Laboratory Technician,Married,10,208333,23,1,Medium,13,2,High,7,10,0.98,5,No,Service
100284,57,6.81,1,Medical,Female,Yes,Yes,4,Sales Executive,Married,2,50000,18,2,Very Low,4,3,Medium,2,4.3,0.25,1,No,Service
100285,29,9.77,3,Technical Degree,Male,No,No,3,Sales Executive,Single,8,16667,7,2,Very High,1,2,Medium,1,8.8,0.7,3,Yes,Product
100286,48,7.54,2,Technical Degree,Male,No,Yes,1,Human Resources,Divorced,7,250000,22,3,Very High,10,2,High,6,7.2,0.69,4,No,Service
100287,48,7.49,3,Medical,Male,Yes,Yes,1,Human Resources,Divorced,3,25000,22,3,Low,1,1,High,1,4.4,0.33,1,Yes,Service
100288,47,6.29,5,Other,Male,No,Yes,3,Sales Executive,Divorced,4,125000,13,3,Very High,10,4,High,4,5.5,0.44,2,Yes,Service
100289,19,9.4,4,Technical Degree,Male,No,No,2,Manufacturing Director,Divorced,5,25000,19,2,Very High,0,2,Medium,0,7.8,0.57,2,No,Product
100290,37,9.48,1,Life Sciences,Female,Yes,Yes,2,Human Resources,Single,3,183333,19,1,High,11,2,Low,8,4.5,0.27,1,Yes,Product
100291,26,9.23,3,Life Sciences,Male,No,Yes,1,Laboratory Technician,Divorced,6,25000,11,1,Very High,1,3,Low,0,6.7,0.67,4,No,Service
100292,22,6.1,1,Human Resources,Female,No,Yes,2,Healthcare Representative,Single,1,16667,17,4,Very Low,0,3,Medium,0,3.4,0.25,1,No,Service
100293,29,9.98,3,Medical,Female,No,No,3,Manager,Divorced,1,25000,19,3,High,1,4,Low,0,3.6,0.18,0,No,Service
100294,48,10.7,1,Medical,Male,No,No,1,Human Resources,Married,7,291667,14,3,Low,10,2,Medium,2,7.9,0.6,3,Yes,Product
100295,53,9.11,4,Technical Degree,Male,Yes,Yes,4,Human Resources,Single,5,41667,20,4,Low,3,3,Low,0,5.3,0.39,2,No,Service
100296,33,7.59,4,Medical,Male,Yes,No,4,Manufacturing Director,Divorced,3,141667,16,2,Very Low,6,3,Medium,3,5.3,0.34,1,No,Service
100297,18,6.59,2,Technical Degree,Male,No,No,3,Laboratory Technician,Married,6,16667,21,2,Very High,0,1,Low,0,5.5,0.52,3,Yes,Product
100298,18,7.73,2,Technical Degree,Female,No,No,2,Human Resources,Divorced,3,1066,20,2,Very Low,0,1,Medium,0,5.4,0.42,1,No,Product
100299,19,6.11,5,Human Resources,Female,Yes,Yes,2,Healthcare Representative,Married,1,8333,7,2,Medium,0,2,Medium,0,4.8,0.28,1,No,Product
100300,21,6.68,2,Life Sciences,Male,Yes,No,1,Sales Representative,Single,4,50000,8,2,Medium,3,2,Medium,3,6.2,0.38,2,No,Product
100301,50,10.47,1,Medical,Female,No,Yes,2,Research Director,Divorced,6,541667,16,1,High,27,2,Medium,0,6.9,0.59,4,No,Product
100302,42,10.12,2,Marketing,Male,Yes,No,4,Sales Executive,Married,5,425000,20,2,High,21,1,High,11,8,0.62,2,No,Product
100303,29,10.67,2,Human Resources,Female,No,,1,Sales Executive,Divorced,7,150000,15,3,High,8,4,Medium,6,8.7,0.76,3,No,Product
100304,42,7.61,2,Medical,Male,No,No,4,Sales Executive,Divorced,3,375000,7,2,High,19,1,Medium,1,4.2,0.33,1,Yes,Service
100305,23,7.51,5,Medical,Female,No,No,2,Healthcare Representative,Single,2,25000,17,2,Very High,1,4,Low,1,4.2,0.28,2,Yes,Service
100306,38,2.04,4,Life Sciences,Female,No,No,2,Human Resources,Single,6,83333,14,3,High,4,1,High,0,7.2,0.62,3,No,Service
100307,49,6.99,3,Human Resources,Male,Yes,No,2,Research Director,Married,4,366667,13,1,High,21,1,Medium,4,5.2,0.45,2,No,Service
100308,19,6.87,3,Life Sciences,Female,Yes,Yes,4,Research Scientist,Single,2,16667,19,4,Very High,1,1,Medium,,3.3,0.24,2,No,Service
100309,49,6.82,3,Technical Degree,Male,No,Yes,3,Sales Representative,Divorced,1,516667,13,4,Low,26,3,High,22,1.6,,0,Yes,Product
100310,27,7.01,5,Technical Degree,Female,No,Yes,1,Research Scientist,Married,5,8333,15,3,Low,0,2,Low,0,6.3,0.53,2,Yes,Service
100311,26,9.4,5,Marketing,Male,Yes,Yes,2,Manufacturing Director,Divorced,4,25000,23,4,Very High,0,3,High,0,6.8,0.59,2,Yes,Service
100312,37,10.49,4,Other,Male,Yes,No,4,Research Director,Married,1,16667,23,1,High,0,4,Medium,0,2,,0,No,Product
100313,35,7.6,2,Marketing,Male,Yes,No,2,Sales Executive,Divorced,6,241667,7,1,Medium,12,2,High,4,,0.65,3,No,Product
100314,60,6.99,5,Life Sciences,Male,Yes,Yes,4,Manufacturing Director,Single,5,475000,10,2,High,23,2,High,15,3.8,0.29,3,Yes,Product
100315,36,8.39,1,Marketing,Male,Yes,No,4,Laboratory Technician,Single,2,175000,12,4,Low,14,2,High,6,2.7,0.19,1,No,Product
100316,50,8.51,2,Medical,Female,No,Yes,3,Manager,Divorced,7,433333,15,3,Low,28,2,Medium,11,8.1,0.65,4,No,Service
100317,26,10.9,2,Other,Male,Yes,No,4,Manufacturing Director,Single,1,75000,10,2,Very Low,4,1,Medium,0,1.3,0.02,1,Yes,Product
100318,56,6.61,4,Marketing,Male,Yes,Yes,2,Research Scientist,Married,4,283333,13,3,High,20,4,Low,20,7,0.47,2,No,Service
100319,31,7.69,2,Human Resources,Female,No,Yes,4,Manufacturing Director,Divorced,7,125000,21,3,Very High,5,4,Low,4,,0.82,4,No,Service
100320,29,7.77,3,Medical,Female,No,No,1,Sales Representative,Divorced,5,158333,10,2,Very Low,7,3,Medium,1,6.6,0.43,2,No,Service
100321,19,7.81,2,Life Sciences,Female,No,Yes,2,Sales Representative,Divorced,5,16667,17,2,Low,1,3,Low,0,7.9,0.61,2,No,Service
100322,59,6.61,4,Technical Degree,Female,No,No,1,Human Resources,Divorced,2,341667,16,2,High,20,3,High,11,4.7,0.33,0,No,Product
100323,50,6.93,1,Other,Male,No,No,3,Healthcare Representative,Divorced,4,208333,10,1,Medium,14,4,Medium,3,7.9,0.6,2,No,Service
100324,53,6.52,5,Human Resources,Male,No,Yes,4,Sales Representative,Married,6,300000,18,2,Very High,21,4,,9,6.4,0.52,2,Yes,Product
100325,52,6.51,4,Other,Male,Yes,No,4,Human Resources,Single,9,325000,7,4,High,23,2,High,19,9.3,0.93,5,Yes,Service
100326,27,7.91,4,Other,Female,No,Yes,1,Manager,Single,4,75000,23,1,Very High,3,1,Low,0,6.3,0.47,2,Yes,Product
100327,53,10.43,3,Marketing,Male,No,Yes,2,Sales Representative,Single,,91667,14,4,Very High,4,4,High,4,6.4,0.53,2,Yes,Service
100328,25,6.79,3,Marketing,Male,No,Yes,1,Manager,Single,7,25000,22,2,Very High,1,1,Medium,0,6.9,0.51,3,Yes,Service
100329,42,6.71,3,Human Resources,Female,Yes,Yes,4,Sales Representative,Single,1,358333,7,4,Very High,20,4,Medium,8,4.9,0.26,1,No,Service
100330,31,7.79,3,Medical,Male,Yes,Yes,4,Laboratory Technician,Single,4,41667,21,2,Medium,3,1,High,2,5.2,0.42,3,No,Product
100331,21,7.49,3,Medical,Male,No,No,2,Human Resources,Divorced,5,50000,23,3,Medium,2,2,High,1,6.2,0.58,2,No,Service
100332,54,8.03,5,Human Resources,Male,Yes,No,3,Healthcare Representative,Married,2,116667,23,3,Very Low,7,3,Low,6,5.3,0.3,1,No,Service
100333,39,7.08,4,Other,Female,Yes,Yes,4,Manufacturing Director,Married,6,241667,22,4,Very Low,14,4,Medium,0,6.2,0.56,3,Yes,Product
100334,41,8.8,3,Other,Female,No,No,1,,Married,5,266667,10,4,Medium,18,1,High,18,6.1,0.57,2,Yes,Product
100335,22,7.25,1,Technical Degree,Female,Yes,Yes,2,Research Director,Divorced,3,25000,16,3,High,1,2,High,0,5.5,0.3,2,No,Service
100336,24,7.71,3,Marketing,Male,No,Yes,2,Laboratory Technician,Divorced,8,41667,7,2,Very High,2,3,High,0,9.5,0.86,4,Yes,Service
100337,24,7.19,3,Human Resources,Female,No,Yes,3,Manager,Single,6,1050,21,1,Very High,,4,Medium,0,6.3,0.62,2,,Product
100338,32,6.41,3,Life Sciences,Female,Yes,No,4,Human Resources,Single,5,158333,7,1,Low,9,4,High,1,5.2,0.41,3,No,Service
100339,19,6.78,5,Human Resources,Female,Yes,Yes,2,Human Resources,Divorced,4,25000,12,3,High,1,2,High,1,5.1,0.38,1,No,Service
100340,57,10.27,5,Marketing,Male,Yes,Yes,3,Sales Representative,Divorced,5,316667,20,1,Medium,22,1,Medium,15,5.9,0.41,2,No,Service
100341,,7.39,2,Human Resources,Female,No,No,1,Sales Representative,Married,5,133333,16,2,Very Low,6,1,High,5,5.8,0.46,2,No,Service
100342,44,6.1,5,Human Resources,Female,No,Yes,2,Sales Representative,Single,4,341667,25,1,Low,21,3,Low,18,5.9,0.44,2,Yes,Service
100343,32,6.72,3,Marketing,Male,No,No,2,Manufacturing Director,Married,1,133333,17,2,Medium,5,4,Low,4,3.2,0.24,1,Yes,Product
100344,22,7.22,5,Technical Degree,Male,Yes,No,4,Laboratory Technician,Married,4,8333,9,2,Very High,0,4,Low,0,6.1,0.39,2,Yes,Service
100345,19,9.38,1,Technical Degree,Female,Yes,No,1,Healthcare Representative,Single,5,33333,22,4,Low,0,3,Medium,,5.7,,3,No,Service
100346,43,7.93,1,Other,Female,No,No,1,Research Director,Divorced,4,58333,21,2,Low,4,1,Low,4,7.5,0.53,2,Yes,Service
100347,34,7.1,3,Human Resources,Female,No,Yes,4,Human Resources,Divorced,,125000,21,4,Low,10,1,Low,10,6,0.53,2,No,Service
100348,48,9.12,4,Technical Degree,Male,No,No,2,Healthcare Representative,Married,2,325000,7,4,Very High,18,3,High,1,3.9,0.21,2,No,Service
100349,36,7.3,4,Marketing,Male,No,No,2,Healthcare Representative,Married,8,250000,16,2,Low,14,2,High,4,8.4,0.77,4,No,Service
100350,57,7.59,5,Other,Female,Yes,Yes,3,Human Resources,Divorced,2,558333,9,4,Low,31,4,High,17,6,0.37,1,No,Product
100351,58,9.68,2,Medical,Female,No,No,1,Manufacturing Director,Single,8,175000,22,3,Very Low,6,3,Low,1,,0.93,3,No,Service
100352,42,8.61,2,Medical,Female,Yes,No,2,Research Director,Married,7,41667,11,4,High,3,4,Low,2,,0.67,4,No,Service
100353,41,6.32,3,Human Resources,Female,Yes,Yes,4,Human Resources,Single,3,200000,14,4,Very Low,11,2,Medium,11,4.9,0.38,1,No,Service
100354,39,10.83,1,Life Sciences,Male,Yes,Yes,2,Manufacturing Director,Single,4,166667,15,1,Very High,11,2,Medium,10,6.3,0.47,3,No,Product
100355,43,10.28,3,Medical,Female,No,Yes,4,Manufacturing Director,Divorced,8,25000,21,3,Very Low,1,4,Low,1,8,0.69,4,Yes,Service
100356,29,6.62,5,Medical,Female,No,No,2,Manufacturing Director,Single,7,25000,25,2,High,0,3,Low,0,7.1,0.72,2,No,Service
100357,47,9.69,1,Technical Degree,Female,No,No,3,Sales Executive,Divorced,8,350000,16,1,Very High,19,2,Low,9,7.3,0.73,4,Yes,Service
