,EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
232,100233,49.0,6.67,1,Technical Degree,Female,Yes,Yes,3,Laboratory Technician,Married,1.0,33333,7,3,Very High,0.0,1,Low,0.0,0.0,0.0,0,No,Service
233,100234,57.0,7.38,1,Human Resources,Female,Yes,Yes,2,Laboratory Technician,Single,9.0,283333,7,2,Medium,16.0,2,Low,1.0,9.3,0.86,4,No,Service
234,100235,22.0,9.77,3,Marketing,Male,Yes,Yes,3,Manufacturing Director,Divorced,2.0,16667,7,4,Very Low,0.0,3,Medium,0.0,4.6,0.33,1,No,Service
236,100237,52.0,10.29,1,Medical,Female,Yes,Yes,2,Laboratory Technician,Divorced,6.0,133333,25,1,Very High,6.0,4,Low,2.0,5.7,0.5,3,No,Service
237,100238,33.0,7.71,1,Human Resources,Female,Yes,Yes,4,Manufacturing Director,Married,4.0,133333,14,2,Low,5.0,1,Medium,4.0,4.5,0.34,2,No,Service
238,100239,56.0,7.47,5,Marketing,Female,Yes,Yes,1,Research Director,Married,2.0,191667,13,4,Very High,13.0,3,Medium,6.0,4.7,0.23,0,No,Product
239,100240,36.0,7.59,2,Life Sciences,Male,No,Yes,2,Sales Executive,Married,8.0,233333,19,1,Low,8.0,3,High,0.0,9.9,0.92,4,No,Product
240,100241,41.0,7.42,3,Other,Male,Yes,Yes,2,Research Scientist,Divorced,6.0,208333,10,3,Very High,11.0,2,Low,7.0,6.3,0.44,3,No,Service
241,100242,21.0,6.61,4,Life Sciences,Male,Yes,No,3,Healthcare Representative,Married,3.0,41667,15,3,Medium,3.0,2,Medium,3.0,3.6,0.15,1,No,Service
242,100243,33.0,7.13,2,Marketing,Female,Yes,Yes,2,Healthcare Representative,Single,2.0,83333,15,3,Very Low,4.0,4,Medium,3.0,4.3,0.32,0,No,Service
243,100244,27.0,7.08,4,Medical,Female,Yes,No,2,Manufacturing Director,Single,4.0,58333,7,4,Very Low,4.0,2,High,2.0,6.5,0.43,3,Yes,Service
245,100246,53.0,7.32,2,Life Sciences,Male,Yes,No,4,Manager,Single,1.0,183333,10,3,Very Low,8.0,3,Low,0.0,3.1,0.23,0,No,Service
246,100247,48.0,10.09,2,Life Sciences,Female,Yes,No,1,Laboratory Technician,Married,4.0,208333,14,1,High,13.0,4,High,2.0,3.6,0.21,2,Yes,Service
249,100250,21.0,6.58,2,Life Sciences,Male,Yes,Yes,1,Research Scientist,Married,5.0,25000,14,1,Medium,1.0,2,Medium,1.0,5.7,0.38,2,No,Service
250,100251,31.0,8.01,4,Other,Female,No,No,1,Research Director,Divorced,1.0,183333,23,2,Very High,8.0,3,High,4.0,0.5,0.0,0,No,Service
251,100252,32.0,7.12,2,Human Resources,Female,No,Yes,4,Manufacturing Director,Single,4.0,241667,7,1,Low,10.0,1,Low,2.0,3.9,0.33,2,No,Product
253,100254,43.0,6.1,1,Marketing,Male,No,No,3,Laboratory Technician,Single,5.0,150000,8,2,Very Low,11.0,2,Medium,0.0,7.0,0.62,2,No,Product
258,100259,44.0,8.31,2,Other,Female,Yes,Yes,1,Research Scientist,Divorced,4.0,283333,18,1,Low,19.0,3,Low,4.0,6.1,0.41,2,No,Service
259,100260,36.0,10.78,5,Technical Degree,Male,Yes,No,3,Manufacturing Director,Single,1.0,1088,22,1,Low,0.0,1,Medium,0.0,2.8,0.1,0,No,Service
260,100261,57.0,6.9,1,Life Sciences,Female,No,Yes,4,Manufacturing Director,Single,4.0,91667,25,2,High,6.0,3,Medium,4.0,6.9,0.63,2,No,Service
261,100262,30.0,8.31,2,Technical Degree,Male,Yes,Yes,1,Research Scientist,Single,7.0,41667,16,3,Very Low,2.0,3,Medium,2.0,7.3,0.67,3,No,Service
262,100263,46.0,10.71,5,Medical,Female,No,Yes,4,Research Director,Divorced,7.0,41667,24,1,Very High,3.0,4,High,1.0,7.2,0.62,3,No,Service
263,100264,31.0,7.08,4,Medical,Female,Yes,Yes,2,Human Resources,Divorced,7.0,58333,11,4,Low,4.0,4,Low,0.0,9.0,0.77,2,No,Service
264,100265,28.0,8.28,5,Marketing,Male,No,Yes,3,Healthcare Representative,Divorced,1.0,8333,23,3,Very High,0.0,1,Medium,0.0,0.0,0.0,0,No,Service
265,100266,27.0,10.55,5,Life Sciences,Female,Yes,No,3,Research Director,Married,6.0,66667,8,2,Medium,3.0,3,High,3.0,5.6,0.51,2,No,Product
268,100269,29.0,7.72,5,Other,Male,Yes,No,2,Human Resources,Married,5.0,141667,21,2,Low,8.0,1,High,4.0,6.0,0.53,3,No,Service
269,100270,18.0,6.71,1,Marketing,Male,Yes,Yes,3,Manager,Divorced,3.0,33333,21,2,High,0.0,3,High,0.0,6.8,0.5,1,No,Service
270,100271,50.0,6.71,4,Technical Degree,Male,Yes,Yes,2,Human Resources,Single,5.0,91667,7,2,Very High,4.0,4,High,4.0,6.5,0.55,2,No,Product
271,100272,43.0,6.63,4,Technical Degree,Male,Yes,No,1,Sales Executive,Divorced,6.0,66667,12,1,High,3.0,1,High,1.0,5.7,0.49,4,No,Service
273,100274,20.0,6.18,3,Life Sciences,Female,Yes,No,2,Laboratory Technician,Single,5.0,33333,22,3,High,2.0,3,Low,1.0,6.1,0.44,3,No,Product
274,100275,58.0,9.47,4,Life Sciences,Male,Yes,Yes,4,Healthcare Representative,Divorced,7.0,241667,24,4,Very Low,12.0,1,Low,2.0,8.8,0.7,3,No,Service
275,100276,56.0,9.32,3,Human Resources,Male,Yes,No,3,Research Scientist,Single,2.0,358333,16,1,Very Low,19.0,4,Medium,17.0,6.8,0.48,1,No,Service
278,100279,48.0,6.13,5,Life Sciences,Female,No,No,1,Manager,Single,5.0,150000,22,2,Medium,8.0,1,Low,8.0,6.8,0.6,2,No,Service
279,100280,33.0,10.29,4,Life Sciences,Male,Yes,No,3,Healthcare Representative,Married,4.0,183333,10,3,Very High,11.0,4,High,4.0,5.5,0.48,2,Yes,Product
280,100281,25.0,7.83,1,Human Resources,Male,Yes,Yes,3,Sales Executive,Single,3.0,8333,21,1,Low,0.0,4,Low,0.0,4.5,0.21,2,No,Service
281,100282,41.0,6.22,4,Marketing,Male,No,Yes,1,Research Scientist,Married,2.0,150000,24,3,Low,11.0,3,Medium,2.0,2.6,0.15,2,No,Product
282,100283,46.0,8.88,2,Human Resources,Male,No,Yes,3,Laboratory Technician,Married,10.0,208333,23,1,Medium,13.0,2,High,7.0,10.0,0.98,5,No,Service
283,100284,57.0,6.81,1,Medical,Female,Yes,Yes,4,Sales Executive,Married,2.0,50000,18,2,Very Low,4.0,3,Medium,2.0,4.3,0.25,1,No,Service
284,100285,29.0,9.77,3,Technical Degree,Male,No,No,3,Sales Executive,Single,8.0,16667,7,2,Very High,1.0,2,Medium,1.0,8.8,0.7,3,Yes,Product
285,100286,48.0,7.54,2,Technical Degree,Male,No,Yes,1,Human Resources,Divorced,7.0,250000,22,3,Very High,10.0,2,High,6.0,7.2,0.69,4,No,Service
286,100287,48.0,7.49,3,Medical,Male,Yes,Yes,1,Human Resources,Divorced,3.0,25000,22,3,Low,1.0,1,High,1.0,4.4,0.33,1,Yes,Service
287,100288,47.0,6.29,5,Other,Male,No,Yes,3,Sales Executive,Divorced,4.0,125000,13,3,Very High,10.0,4,High,4.0,5.5,0.44,2,Yes,Service
288,100289,19.0,9.4,4,Technical Degree,Male,No,No,2,Manufacturing Director,Divorced,5.0,25000,19,2,Very High,0.0,2,Medium,0.0,7.8,0.57,2,No,Product
289,100290,37.0,9.48,1,Life Sciences,Female,Yes,Yes,2,Human Resources,Single,3.0,183333,19,1,High,11.0,2,Low,8.0,4.5,0.27,1,Yes,Product
290,100291,26.0,9.23,3,Life Sciences,Male,No,Yes,1,Laboratory Technician,Divorced,6.0,25000,11,1,Very High,1.0,3,Low,0.0,6.7,0.67,4,No,Service
291,100292,22.0,6.1,1,Human Resources,Female,No,Yes,2,Healthcare Representative,Single,1.0,16667,17,4,Very Low,0.0,3,Medium,0.0,3.4,0.25,1,No,Service
292,100293,29.0,9.98,3,Medical,Female,No,No,3,Manager,Divorced,1.0,25000,19,3,High,1.0,4,Low,0.0,3.6,0.18,0,No,Service
293,100294,48.0,10.7,1,Medical,Male,No,No,1,Human Resources,Married,7.0,291667,14,3,Low,10.0,2,Medium,2.0,7.9,0.6,3,Yes,Product
294,100295,53.0,9.11,4,Technical Degree,Male,Yes,Yes,4,Human Resources,Single,5.0,41667,20,4,Low,3.0,3,Low,0.0,5.3,0.39,2,No,Service
295,100296,33.0,7.59,4,Medical,Male,Yes,No,4,Manufacturing Director,Divorced,3.0,141667,16,2,Very Low,6.0,3,Medium,3.0,5.3,0.34,1,No,Service
296,100297,18.0,6.59,2,Technical Degree,Male,No,No,3,Laboratory Technician,Married,6.0,16667,21,2,Very High,0.0,1,Low,0.0,5.5,0.52,3,Yes,Product
297,100298,18.0,7.73,2,Technical Degree,Female,No,No,2,Human Resources,Divorced,3.0,1066,20,2,Very Low,0.0,1,Medium,0.0,5.4,0.42,1,No,Product
298,100299,19.0,6.11,5,Human Resources,Female,Yes,Yes,2,Healthcare Representative,Married,1.0,8333,7,2,Medium,0.0,2,Medium,0.0,4.8,0.28,1,No,Product
299,100300,21.0,6.68,2,Life Sciences,Male,Yes,No,1,Sales Representative,Single,4.0,50000,8,2,Medium,3.0,2,Medium,3.0,6.2,0.38,2,No,Product
300,100301,50.0,10.47,1,Medical,Female,No,Yes,2,Research Director,Divorced,6.0,541667,16,1,High,27.0,2,Medium,0.0,6.9,0.59,4,No,Product
301,100302,42.0,10.12,2,Marketing,Male,Yes,No,4,Sales Executive,Married,5.0,425000,20,2,High,21.0,1,High,11.0,8.0,0.62,2,No,Product
303,100304,42.0,7.61,2,Medical,Male,No,No,4,Sales Executive,Divorced,3.0,375000,7,2,High,19.0,1,Medium,1.0,4.2,0.33,1,Yes,Service
304,100305,23.0,7.51,5,Medical,Female,No,No,2,Healthcare Representative,Single,2.0,25000,17,2,Very High,1.0,4,Low,1.0,4.2,0.28,2,Yes,Service
305,100306,38.0,2.04,4,Life Sciences,Female,No,No,2,Human Resources,Single,6.0,83333,14,3,High,4.0,1,High,0.0,7.2,0.62,3,No,Service
306,100307,49.0,6.99,3,Human Resources,Male,Yes,No,2,Research Director,Married,4.0,366667,13,1,High,21.0,1,Medium,4.0,5.2,0.45,2,No,Service
309,100310,27.0,7.01,5,Technical Degree,Female,No,Yes,1,Research Scientist,Married,5.0,8333,15,3,Low,0.0,2,Low,0.0,6.3,0.53,2,Yes,Service
310,100311,26.0,9.4,5,Marketing,Male,Yes,Yes,2,Manufacturing Director,Divorced,4.0,25000,23,4,Very High,0.0,3,High,0.0,6.8,0.59,2,Yes,Service
313,100314,60.0,6.99,5,Life Sciences,Male,Yes,Yes,4,Manufacturing Director,Single,5.0,475000,10,2,High,23.0,2,High,15.0,3.8,0.29,3,Yes,Product
314,100315,36.0,8.39,1,Marketing,Male,Yes,No,4,Laboratory Technician,Single,2.0,175000,12,4,Low,14.0,2,High,6.0,2.7,0.19,1,No,Product
315,100316,50.0,8.51,2,Medical,Female,No,Yes,3,Manager,Divorced,7.0,433333,15,3,Low,28.0,2,Medium,11.0,8.1,0.65,4,No,Service
316,100317,26.0,10.9,2,Other,Male,Yes,No,4,Manufacturing Director,Single,1.0,75000,10,2,Very Low,4.0,1,Medium,0.0,1.3,0.02,1,Yes,Product
317,100318,56.0,6.61,4,Marketing,Male,Yes,Yes,2,Research Scientist,Married,4.0,283333,13,3,High,20.0,4,Low,20.0,7.0,0.47,2,No,Service
319,100320,29.0,7.77,3,Medical,Female,No,No,1,Sales Representative,Divorced,5.0,158333,10,2,Very Low,7.0,3,Medium,1.0,6.6,0.43,2,No,Service
320,100321,19.0,7.81,2,Life Sciences,Female,No,Yes,2,Sales Representative,Divorced,5.0,16667,17,2,Low,1.0,3,Low,0.0,7.9,0.61,2,No,Service
321,100322,59.0,6.61,4,Technical Degree,Female,No,No,1,Human Resources,Divorced,2.0,341667,16,2,High,20.0,3,High,11.0,4.7,0.33,0,No,Product
322,100323,50.0,6.93,1,Other,Male,No,No,3,Healthcare Representative,Divorced,4.0,208333,10,1,Medium,14.0,4,Medium,3.0,7.9,0.6,2,No,Service
324,100325,52.0,6.51,4,Other,Male,Yes,No,4,Human Resources,Single,9.0,325000,7,4,High,23.0,2,High,19.0,9.3,0.93,5,Yes,Service
325,100326,27.0,7.91,4,Other,Female,No,Yes,1,Manager,Single,4.0,75000,23,1,Very High,3.0,1,Low,0.0,6.3,0.47,2,Yes,Product
327,100328,25.0,6.79,3,Marketing,Male,No,Yes,1,Manager,Single,7.0,25000,22,2,Very High,1.0,1,Medium,0.0,6.9,0.51,3,Yes,Service
328,100329,42.0,6.71,3,Human Resources,Female,Yes,Yes,4,Sales Representative,Single,1.0,358333,7,4,Very High,20.0,4,Medium,8.0,4.9,0.26,1,No,Service
329,100330,31.0,7.79,3,Medical,Male,Yes,Yes,4,Laboratory Technician,Single,4.0,41667,21,2,Medium,3.0,1,High,2.0,5.2,0.42,3,No,Product
330,100331,21.0,7.49,3,Medical,Male,No,No,2,Human Resources,Divorced,5.0,50000,23,3,Medium,2.0,2,High,1.0,6.2,0.58,2,No,Service
331,100332,54.0,8.03,5,Human Resources,Male,Yes,No,3,Healthcare Representative,Married,2.0,116667,23,3,Very Low,7.0,3,Low,6.0,5.3,0.3,1,No,Service
332,100333,39.0,7.08,4,Other,Female,Yes,Yes,4,Manufacturing Director,Married,6.0,241667,22,4,Very Low,14.0,4,Medium,0.0,6.2,0.56,3,Yes,Product
334,100335,22.0,7.25,1,Technical Degree,Female,Yes,Yes,2,Research Director,Divorced,3.0,25000,16,3,High,1.0,2,High,0.0,5.5,0.3,2,No,Service
335,100336,24.0,7.71,3,Marketing,Male,No,Yes,2,Laboratory Technician,Divorced,8.0,41667,7,2,Very High,2.0,3,High,0.0,9.5,0.86,4,Yes,Service
337,100338,32.0,6.41,3,Life Sciences,Female,Yes,No,4,Human Resources,Single,5.0,158333,7,1,Low,9.0,4,High,1.0,5.2,0.41,3,No,Service
338,100339,19.0,6.78,5,Human Resources,Female,Yes,Yes,2,Human Resources,Divorced,4.0,25000,12,3,High,1.0,2,High,1.0,5.1,0.38,1,No,Service
339,100340,57.0,10.27,5,Marketing,Male,Yes,Yes,3,Sales Representative,Divorced,5.0,316667,20,1,Medium,22.0,1,Medium,15.0,5.9,0.41,2,No,Service
341,100342,44.0,6.1,5,Human Resources,Female,No,Yes,2,Sales Representative,Single,4.0,341667,25,1,Low,21.0,3,Low,18.0,5.9,0.44,2,Yes,Service
342,100343,32.0,6.72,3,Marketing,Male,No,No,2,Manufacturing Director,Married,1.0,133333,17,2,Medium,5.0,4,Low,4.0,3.2,0.24,1,Yes,Product
343,100344,22.0,7.22,5,Technical Degree,Male,Yes,No,4,Laboratory Technician,Married,4.0,8333,9,2,Very High,0.0,4,Low,0.0,6.1,0.39,2,Yes,Service
345,100346,43.0,7.93,1,Other,Female,No,No,1,Research Director,Divorced,4.0,58333,21,2,Low,4.0,1,Low,4.0,7.5,0.53,2,Yes,Service
347,100348,48.0,9.12,4,Technical Degree,Male,No,No,2,Healthcare Representative,Married,2.0,325000,7,4,Very High,18.0,3,High,1.0,3.9,0.21,2,No,Service
348,100349,36.0,7.3,4,Marketing,Male,No,No,2,Healthcare Representative,Married,8.0,250000,16,2,Low,14.0,2,High,4.0,8.4,0.77,4,No,Service
349,100350,57.0,7.59,5,Other,Female,Yes,Yes,3,Human Resources,Divorced,2.0,558333,9,4,Low,31.0,4,High,17.0,6.0,0.37,1,No,Product
352,100353,41.0,6.32,3,Human Resources,Female,Yes,Yes,4,Human Resources,Single,3.0,200000,14,4,Very Low,11.0,2,Medium,11.0,4.9,0.38,1,No,Service
353,100354,39.0,10.83,1,Life Sciences,Male,Yes,Yes,2,Manufacturing Director,Single,4.0,166667,15,1,Very High,11.0,2,Medium,10.0,6.3,0.47,3,No,Product
354,100355,43.0,10.28,3,Medical,Female,No,Yes,4,Manufacturing Director,Divorced,8.0,25000,21,3,Very Low,1.0,4,Low,1.0,8.0,0.69,4,Yes,Service
355,100356,29.0,6.62,5,Medical,Female,No,No,2,Manufacturing Director,Single,7.0,25000,25,2,High,0.0,3,Low,0.0,7.1,0.72,2,No,Service
356,100357,47.0,9.69,1,Technical Degree,Female,No,No,3,Sales Executive,Divorced,8.0,350000,16,1,Very High,19.0,2,Low,9.0,7.3,0.73,4,Yes,Service
358,100359,29.0,7.28,4,Technical Degree,Male,No,Yes,1,Healthcare Representative,Married,6.0,83333,9,1,High,4.0,3,High,4.0,7.1,0.58,2,Yes,Product
360,100361,48.0,6.82,4,Marketing,Female,Yes,No,1,Manager,Married,4.0,66667,17,2,Low,5.0,3,Medium,5.0,5.0,0.36,1,No,Service
361,100362,25.0,6.19,3,Medical,Female,No,No,4,Laboratory Technician,Divorced,5.0,58333,22,2,Very High,2.0,3,High,0.0,4.2,0.32,2,Yes,Service
362,100363,50.0,6.33,5,Marketing,Female,Yes,Yes,3,Laboratory Technician,Divorced,3.0,416667,14,1,Low,28.0,4,Medium,7.0,4.8,0.35,1,No,Product
363,100364,38.0,10.65,4,Technical Degree,Male,Yes,No,1,Sales Executive,Divorced,8.0,233333,13,4,High,12.0,4,Medium,9.0,9.4,0.83,4,No,Service
364,100365,26.0,9.01,5,Marketing,Female,Yes,No,3,Laboratory Technician,Single,7.0,41667,8,2,Low,2.0,3,Medium,0.0,7.9,0.73,4,Yes,Service
365,100366,42.0,6.79,2,Life Sciences,Female,Yes,Yes,4,Human Resources,Single,2.0,266667,16,4,High,13.0,3,High,10.0,2.1,0.15,0,Yes,Product
366,100367,57.0,7.98,3,Marketing,Male,Yes,No,3,Sales Executive,Single,5.0,258333,22,1,Medium,9.0,2,Medium,0.0,4.2,0.3,2,No,Service
367,100368,33.0,7.18,1,Marketing,Female,No,Yes,4,Laboratory Technician,Married,3.0,16667,17,2,Very Low,1.0,3,Medium,0.0,6.6,0.47,1,Yes,Service
368,100369,35.0,6.02,2,Technical Degree,Male,No,No,1,Manager,Divorced,6.0,91667,16,4,Very Low,6.0,2,Low,1.0,7.1,0.68,4,No,Product
369,100370,59.0,10.4,2,Other,Female,No,Yes,2,Sales Representative,Married,10.0,133333,12,4,Very Low,9.0,2,Medium,3.0,9.7,0.87,5,No,Product
370,100371,26.0,6.31,2,Marketing,Male,Yes,No,4,Healthcare Representative,Single,2.0,75000,24,2,Low,5.0,3,High,1.0,5.5,0.4,1,Yes,Product
371,100372,33.0,7.81,2,Other,Male,No,Yes,2,Sales Executive,Married,3.0,1083,18,1,Very Low,0.0,1,Medium,0.0,5.2,0.43,1,Yes,Service
372,100373,22.0,7.59,1,Human Resources,Male,No,No,2,Healthcare Representative,Divorced,7.0,16667,9,3,Very High,1.0,1,Medium,0.0,8.4,0.64,4,No,Product
374,100375,35.0,7.61,2,Human Resources,Male,No,Yes,2,Manufacturing Director,Divorced,4.0,216667,8,4,Low,12.0,4,Low,12.0,7.2,0.59,2,Yes,Service
375,100376,39.0,10.81,2,Other,Male,No,No,2,Sales Executive,Married,6.0,300000,25,4,Very High,17.0,3,High,3.0,7.0,0.52,2,No,Service
376,100377,33.0,8.98,2,Technical Degree,Male,No,No,4,Research Scientist,Single,5.0,116667,19,3,High,5.0,4,Low,0.0,7.3,0.56,2,Yes,Service
377,100378,52.0,7.1,4,Marketing,Female,No,Yes,3,Sales Representative,Divorced,6.0,50000,16,1,Medium,3.0,3,Low,2.0,6.5,0.56,3,No,Service
381,100382,26.0,9.4,5,Technical Degree,Male,No,Yes,3,Manufacturing Director,Single,4.0,75000,18,1,Medium,4.0,1,High,2.0,4.2,0.31,2,Yes,Service
383,100384,56.0,8.98,4,Other,Male,No,No,2,Manager,Divorced,5.0,125000,7,4,Medium,7.0,1,Low,7.0,6.6,0.54,1,Yes,Service
386,100387,37.0,10.01,2,Human Resources,Female,Yes,No,2,Sales Executive,Married,2.0,233333,7,3,Very High,14.0,2,Medium,14.0,3.8,0.22,1,No,Service
390,100391,27.0,6.49,2,Life Sciences,Male,Yes,No,1,Research Director,Divorced,5.0,116667,7,3,Medium,6.0,3,Medium,1.0,6.5,0.48,3,No,Service
391,100392,23.0,6.13,3,Medical,Male,Yes,No,4,Manufacturing Director,Divorced,3.0,16667,7,3,Low,1.0,1,Low,1.0,5.2,0.39,1,No,Service
392,100393,33.0,6.1,1,Human Resources,Female,Yes,Yes,2,Research Director,Married,5.0,50000,11,1,High,3.0,4,High,3.0,5.6,0.4,3,Yes,Service
393,100394,39.0,9.11,4,Human Resources,Female,Yes,Yes,4,Research Scientist,Single,4.0,25000,16,3,Very High,0.0,4,Medium,0.0,6.2,0.49,2,No,Product
395,100396,23.0,6.9,5,Human Resources,Female,No,No,4,Laboratory Technician,Married,2.0,16667,12,2,Medium,1.0,4,Medium,0.0,3.9,0.29,2,No,Service
396,100397,29.0,8.71,3,Marketing,Male,Yes,No,4,Sales Representative,Single,5.0,208333,13,3,Low,8.0,1,High,1.0,6.1,0.41,2,Yes,Service
397,100398,58.0,7.31,3,Marketing,Male,Yes,Yes,4,Laboratory Technician,Single,5.0,441667,16,2,High,29.0,1,Medium,25.0,5.5,0.37,2,No,Service
398,100399,23.0,7.27,3,Human Resources,Female,No,No,4,Sales Representative,Single,6.0,33333,22,2,Very High,2.0,2,Medium,0.0,8.6,0.68,3,Yes,Product
399,100400,49.0,6.41,5,Other,Male,Yes,No,2,Human Resources,Divorced,5.0,250000,18,3,High,19.0,2,Medium,12.0,7.1,0.58,2,No,Service
402,100403,30.0,6.77,4,Marketing,Female,Yes,No,4,Research Director,Married,3.0,33333,18,3,Very High,0.0,2,Low,0.0,6.9,0.5,2,No,Product
404,100405,47.0,6.7,2,Life Sciences,Female,Yes,No,2,Sales Representative,Divorced,3.0,133333,10,1,Very Low,7.0,2,Medium,7.0,6.3,0.44,2,No,Product
405,100406,35.0,7.32,1,Technical Degree,Male,Yes,Yes,2,Sales Executive,Married,3.0,200000,16,2,Medium,13.0,3,Low,4.0,5.7,0.37,2,Yes,Service
408,100409,54.0,6.78,3,Medical,Female,No,No,1,Manufacturing Director,Married,7.0,308333,23,3,High,15.0,2,Medium,10.0,6.3,0.62,3,No,Service
409,100410,29.0,10.49,1,Technical Degree,Female,No,No,4,Laboratory Technician,Divorced,4.0,83333,10,4,Low,4.0,1,High,3.0,6.7,0.57,2,Yes,Product
412,100413,26.0,6.91,5,Marketing,Male,Yes,Yes,3,Healthcare Representative,Single,5.0,75000,21,1,Very High,3.0,2,High,2.0,4.9,0.37,3,No,Service
413,100414,24.0,6.6,1,Medical,Male,Yes,No,2,Sales Representative,Divorced,4.0,8333,20,1,Low,0.0,3,Low,0.0,5.4,0.35,1,No,Service
414,100415,22.0,6.73,1,Other,Male,No,No,1,Manufacturing Director,Divorced,6.0,25000,14,1,Medium,1.0,1,High,0.0,7.0,0.55,4,No,Service
416,100417,26.0,6.37,5,Medical,Female,Yes,Yes,2,Sales Executive,Married,4.0,41667,12,3,Very High,3.0,4,Low,0.0,6.5,0.61,2,No,Service
418,100419,43.0,7.39,3,Technical Degree,Female,Yes,Yes,4,Laboratory Technician,Divorced,1.0,225000,8,2,Very High,14.0,4,Medium,4.0,4.0,0.2,0,No,Product
422,100423,57.0,6.38,1,Life Sciences,Female,Yes,Yes,3,Laboratory Technician,Divorced,3.0,575000,18,2,Very High,30.0,4,High,1.0,3.7,0.17,1,No,Service
424,100425,37.0,7.69,5,Other,Female,No,No,2,Manager,Married,4.0,141667,15,1,Low,5.0,4,High,0.0,5.2,0.47,2,Yes,Service
425,100426,52.0,8.88,4,Human Resources,Female,No,No,3,Manufacturing Director,Married,1.0,325000,23,3,High,18.0,1,High,5.0,2.8,0.12,0,Yes,Service
427,100428,38.0,9.39,3,Human Resources,Male,No,No,1,Laboratory Technician,Married,6.0,141667,12,1,Low,11.0,2,Low,7.0,8.2,0.65,3,No,Product
428,100429,45.0,7.11,4,Human Resources,Female,Yes,Yes,2,Human Resources,Divorced,4.0,158333,23,2,Very High,11.0,2,High,4.0,5.5,0.42,3,No,Service
429,100430,31.0,7.57,1,Technical Degree,Female,No,Yes,3,Sales Representative,Divorced,1.0,175000,21,1,Medium,7.0,1,Medium,3.0,3.6,0.28,1,No,Service
430,100431,33.0,7.5,2,Medical,Male,Yes,Yes,4,Healthcare Representative,Single,5.0,108333,19,4,Medium,4.0,2,High,0.0,6.9,0.67,2,No,Product
431,100432,28.0,6.58,2,Marketing,Female,No,Yes,1,Manufacturing Director,Married,9.0,41667,18,2,High,3.0,3,High,3.0,9.4,0.88,5,No,Product
432,100433,47.0,7.6,4,Medical,Female,Yes,Yes,2,Research Director,Married,3.0,225000,17,4,High,16.0,4,High,15.0,3.6,0.29,1,Yes,Service
433,100434,33.0,6.9,3,Human Resources,Male,No,Yes,4,Sales Executive,Single,5.0,41667,19,1,Very High,3.0,4,Medium,3.0,6.8,0.6,2,No,Service
434,100435,25.0,7.29,4,Other,Male,Yes,No,2,Research Scientist,Married,1.0,1061,17,1,High,0.0,4,High,0.0,3.8,0.17,0,Yes,Service
435,100436,20.0,18.02,4,Medical,Male,Yes,Yes,2,Healthcare Representative,Divorced,2.0,50000,13,1,High,2.0,2,Medium,2.0,1.6,0.08,1,No,Product
436,100437,40.0,8.04,4,Life Sciences,Female,No,Yes,3,Manager,Married,4.0,125000,11,2,High,5.0,2,High,3.0,5.4,0.48,2,No,Service
437,100438,38.0,6.61,4,Human Resources,Male,No,Yes,2,Sales Representative,Single,4.0,241667,14,2,Very High,14.0,3,Medium,10.0,7.3,0.51,2,Yes,Service
438,100439,22.0,7.8,5,Human Resources,Female,Yes,No,1,Sales Representative,Divorced,2.0,25000,17,1,Very High,0.0,1,Low,0.0,4.0,0.3,0,Yes,Service
440,100441,20.0,6.41,4,Life Sciences,Male,No,Yes,2,Manufacturing Director,Married,8.0,25000,8,2,Very High,2.0,2,Medium,2.0,7.8,0.74,4,Yes,Service
442,100443,25.0,7.35,3,Technical Degree,Male,Yes,Yes,1,Laboratory Technician,Single,3.0,33333,20,1,Very High,0.0,3,High,0.0,3.4,0.29,1,Yes,Service
443,100444,35.0,9.8,2,Technical Degree,Female,No,Yes,3,Research Scientist,Single,6.0,216667,25,1,Very High,10.0,1,Low,10.0,7.4,0.52,3,No,Product
444,100445,42.0,7.78,3,Marketing,Female,No,Yes,4,Manufacturing Director,Divorced,6.0,133333,18,4,Very Low,10.0,2,Medium,8.0,6.6,0.46,3,No,Product
445,100446,50.0,7.2,2,Marketing,Female,No,Yes,1,Laboratory Technician,Single,3.0,208333,19,1,Very Low,16.0,3,Low,1.0,4.7,0.37,1,No,Service
447,100448,18.0,7.6,3,Marketing,Female,No,Yes,2,Research Scientist,Married,5.0,25000,25,2,High,0.0,4,Low,0.0,4.9,0.39,2,Yes,Product
448,100449,28.0,10.67,5,Human Resources,Male,No,Yes,3,Manager,Single,6.0,58333,12,4,Medium,4.0,1,High,4.0,8.7,0.7,2,No,Service
449,100450,43.0,8.98,4,Other,Male,No,No,4,Laboratory Technician,Divorced,4.0,225000,20,3,High,8.0,1,Low,2.0,5.6,0.38,2,Yes,Product
450,100451,31.0,8.03,2,Other,Female,Yes,Yes,4,Sales Representative,Married,9.0,141667,17,4,High,5.0,1,High,1.0,9.4,0.88,5,No,Service
